ID_TRILHA;G_SAÚDE;G_ISOLAMENTO;G_TRILHA;N_ISOLAMENTO;N_TRILHA;M_225886;M_246180;M_268298;M_292402;M_318672;M_347302;M_378504;M_412509;M_449569;M_489959;M_533978;M_581951;M_634235;M_691215;M_753315;M_820994;M_894753;M_975139;M_1062747;M_1158226;M_1262283;M_1375688;M_1499282;M_1633980;M_1780779;M_1940767;M_2115128;M_2305154;M_2512253;M_2737957;M_2983939;M_3252021;M_3544187;M_3862602;M_4209624;M_4587823;F_225886;F_246180;F_268298;F_292402;F_318672;F_347302;F_378504;F_412509;F_449569;F_489959;F_533978;F_581951;F_634235;F_691215;F_753315;F_820994;F_894753;F_975139;F_1062747;F_1158226;F_1262283;F_1375688;F_1499282;F_1633980;F_1780779;F_1940767;F_2115128;F_2305154;F_2512253;F_2737957;F_2983939;F_3252021;F_3544187;F_3862602;F_4209624;F_4587823
I3_C3_T7;0,00;3,00;7,00;1,50;1,75;176616,00;162466,00;149357,00;137327,00;126275,00;116086,00;106729,00;98125,00;90232,00;82944,00;76243,00;70088,00;64423,00;59173,00;54372,00;49969,00;45920,00;42195,00;38770,00;35615,00;32711,00;30039,00;27582,00;25317,00;23231,00;21309,00;19537,00;17906,00;16392,00;14977,00;13681,00;12500,00;11391,00;10395,00;9484,00;8622,00;-86,50;-86,42;-86,34;-86,21;-86,10;-85,98;-85,83;-85,69;-85,51;-85,32;-85,12;-84,91;-84,70;-84,40;-84,08;-83,73;-83,37;-82,97;-82,54;-82,05;-81,54;-80,96;-80,33;-79,65;-78,92;-78,11;-77,22;-76,26;-75,23;-74,07;-72,71;-71,27;-69,61;-67,80;-65,93;-64,24
I3_C4_T11;0,00;3,00;11,00;1,50;2,75;139384,00;128144,00;117839,00;108344,00;99611,00;91577,00;84220,00;77402,00;71192,00;65415,00;60147,00;55302,00;50807,00;46664,00;42875,00;39406,00;36207,00;33270,00;30565,00;28071,00;25785,00;23670,00;21724,00;19940,00;18293,00;16775,00;15376,00;14087,00;12892,00;11774,00;10749,00;9815,00;8939,00;8150,00;7423,00;6738,00;-86,39;-86,32;-86,24;-86,13;-86,03;-85,94;-85,79;-85,66;-85,48;-85,33;-85,12;-84,91;-84,71;-84,42;-84,11;-83,77;-83,40;-83,01;-82,58;-82,11;-81,61;-81,02;-80,40;-79,72;-78,98;-78,18;-77,29;-76,34;-75,30;-74,15;-72,78;-71,34;-69,66;-67,87;-65,96;-64,19
I3_C4_T5;0,00;3,00;5,00;1,50;1,25;163676,00;150586,00;138401,00;127236,00;117001,00;107578,00;98877,00;90902,00;83604,00;76851,00;70649,00;64953,00;59673,00;54803,00;50366,00;46276,00;42534,00;39077,00;35903,00;32981,00;30266,00;27815,00;25534,00;23438,00;21505,00;19725,00;18086,00;16573,00;15172,00;13860,00;12658,00;11564,00;10544,00;9616,00;8771,00;7977,00;-86,47;-86,41;-86,31;-86,22;-86,10;-85,97;-85,85;-85,71;-85,54;-85,36;-85,17;-84,95;-84,74;-84,46;-84,13;-83,80;-83,42;-83,02;-82,59;-82,12;-81,59;-81,03;-80,40;-79,73;-78,99;-78,18;-77,30;-76,35;-75,32;-74,18;-72,80;-71,37;-69,69;-67,88;-65,99;-64,32
I3_C4_T9;0,00;3,00;9,00;1,50;2,25;145222,00;133540,00;122760,00;112842,00;103756,00;95385,00;87688,00;80596,00;74115,00;68145,00;62615,00;57560,00;52893,00;48582,00;44626,00;41018,00;37686,00;34623,00;31809,00;29213,00;26788,00;24633,00;22613,00;20752,00;19038,00;17460,00;16003,00;14662,00;13420,00;12257,00;11190,00;10220,00;9313,00;8490,00;7736,00;7023,00;-86,58;-86,50;-86,39;-86,30;-86,20;-86,07;-85,93;-85,76;-85,61;-85,40;-85,21;-85,02;-84,77;-84,50;-84,18;-83,84;-83,47;-83,08;-82,64;-82,16;-81,68;-81,07;-80,45;-79,76;-79,02;-78,21;-77,33;-76,36;-75,33;-74,18;-72,81;-71,36;-69,66;-67,88;-66,00;-64,23
I4_C0_T1;1,00;4,00;1,00;2,00;0,25;246198,00;226586,00;208371,00;191581,00;176185,00;162031,00;149011,00;136971,00;125987,00;115793,00;106460,00;97945,00;89957,00;82565,00;75958,00;69762,00;64105,00;58916,00;54138,00;49719,00;45662,00;41930,00;38490,00;35328,00;32422,00;29736,00;27264,00;24980,00;22857,00;20857,00;19023,00;17359,00;15833,00;14424,00;13110,00;11894,00;-86,02;-85,93;-85,89;-85,78;-85,67;-85,56;-85,43;-85,25;-85,11;-84,95;-84,70;-84,50;-84,26;-84,00;-83,67;-83,28;-82,87;-82,45;-81,96;-81,48;-80,92;-80,28;-79,62;-78,87;-78,07;-77,18;-76,23;-75,19;-74,11;-72,87;-71,34;-69,65;-67,85;-65,86;-63,67;-61,25
I4_C0_T11;1,00;4,00;11,00;2,00;2,75;158138,00;144921,00;133339,00;122623,00;112738,00;103664,00;95320,00;87648,00;80607,00;74144,00;68153,00;62679,00;57599,00;52859,00;48614,00;44679,00;41065,00;37734,00;34666,00;31839,00;29232,00;26846,00;24641,00;22614,00;20745,00;19022,00;17433,00;15968,00;14606,00;13336,00;12162,00;11094,00;10110,00;9196,00;8348,00;7561,00;-85,96;-85,82;-85,73;-85,66;-85,56;-85,46;-85,33;-85,14;-84,99;-84,83;-84,62;-84,40;-84,16;-83,83;-83,50;-83,18;-82,79;-82,35;-81,89;-81,37;-80,81;-80,19;-79,51;-78,77;-77,96;-77,08;-76,11;-75,07;-73,94;-72,66;-71,17;-69,51;-67,71;-65,71;-63,52;-61,08
I4_C0_T12;1,00;4,00;12,00;2,00;3,00;154464,00;142078,00;130402,00;119966,00;110477,00;101596,00;93442,00;85892,00;78988,00;72664,00;66797,00;61459,00;56417,00;51862,00;47678,00;43817,00;40274,00;37004,00;34005,00;31239,00;28686,00;26350,00;24186,00;22195,00;20367,00;18677,00;17119,00;15681,00;14347,00;13102,00;11950,00;10901,00;9935,00;9041,00;8210,00;7438,00;-85,67;-85,67;-85,65;-85,53;-85,45;-85,32;-85,16;-85,01;-84,87;-84,68;-84,48;-84,25;-84,08;-83,75;-83,41;-83,06;-82,67;-82,24;-81,78;-81,27;-80,73;-80,09;-79,41;-78,67;-77,87;-76,97;-76,01;-74,96;-73,83;-72,56;-71,06;-69,41;-67,61;-65,62;-63,43;-60,98
I4_C0_T2;1,00;4,00;2,00;2,00;0,50;225478,00;207424,00;190775,00;175456,00;161343,00;148389,00;136464,00;125409,00;115438,00;106148,00;97564,00;89709,00;82472,00;75715,00;69584,00;63948,00;58766,00;54008,00;49632,00;45588,00;41863,00;38451,00;35299,00;32397,00;29726,00;27267,00;25002,00;22905,00;20959,00;19129,00;17452,00;15920,00;14511,00;13217,00;12013,00;10896,00;-85,93;-85,87;-85,75;-85,66;-85,58;-85,45;-85,28;-85,17;-84,99;-84,78;-84,59;-84,40;-84,18;-83,90;-83,52;-83,15;-82,76;-82,35;-81,87;-81,35;-80,79;-80,17;-79,51;-78,76;-77,95;-77,07;-76,12;-75,09;-73,98;-72,73;-71,21;-69,53;-67,72;-65,73;-63,53;-61,13
I4_C0_T3;1,00;4,00;3,00;2,00;0,75;214804,00;197703,00;181851,00;167185,00;153762,00;141429,00;130057,00;119670,00;109992,00;101171,00;93011,00;85526,00;78578,00;72195,00;66409,00;60986,00;56058,00;51505,00;47316,00;43460,00;39920,00;36666,00;33658,00;30892,00;28342,00;25994,00;23830,00;21835,00;19979,00;18233,00;16627,00;15173,00;13832,00;12593,00;11440,00;10373,00;-85,87;-85,82;-85,75;-85,64;-85,52;-85,43;-85,29;-85,10;-84,97;-84,78;-84,57;-84,37;-84,16;-83,84;-83,49;-83,12;-82,77;-82,31;-81,84;-81,32;-80,78;-80,15;-79,46;-78,73;-77,92;-77,04;-76,08;-75,03;-73,94;-72,68;-71,17;-69,48;-67,69;-65,70;-63,50;-61,08
I4_C0_T4;1,00;4,00;4,00;2,00;1,00;205727,00;188942,00;174012,00;160102,00;147293,00;135414,00;124522,00;114560,00;105305,00;96864,00;89085,00;81933,00;75275,00;69166,00;63597,00;58417,00;53714,00;49341,00;45342,00;41662,00;38261,00;35134,00;32260,00;29612,00;27171,00;24919,00;22849,00;20934,00;19165,00;17480,00;15946,00;14550,00;13270,00;12078,00;10973,00;9948,00;-85,60;-85,62;-85,85;-85,61;-85,55;-85,30;-85,24;-85,06;-84,90;-84,67;-84,51;-84,29;-84,06;-83,75;-83,44;-83,06;-82,67;-82,24;-81,77;-81,26;-80,71;-80,09;-79,43;-78,67;-77,86;-76,98;-76,02;-74,99;-73,90;-72,64;-71,13;-69,44;-67,62;-65,64;-63,45;-61,04
I4_C0_T5;1,00;4,00;5,00;2,00;1,25;197720,00;181686,00;167597,00;154044,00;141841,00;130338,00;119989,00;110238,00;101438,00;93235,00;85771,00;78837,00;72448,00;66517,00;61151,00;56231,00;51669,00;47520,00;43653,00;40101,00;36830,00;33832,00;31066,00;28513,00;26160,00;23998,00;22001,00;20160,00;18444,00;16839,00;15361,00;14016,00;12781,00;11638,00;10578,00;9584,00;-85,76;-85,69;-85,75;-85,52;-85,47;-85,35;-85,24;-85,03;-84,88;-84,70;-84,51;-84,26;-83,98;-83,75;-83,48;-83,05;-82,65;-82,24;-81,77;-81,25;-80,71;-80,08;-79,42;-78,66;-77,86;-76,97;-76,01;-74,98;-73,86;-72,61;-71,08;-69,42;-67,60;-65,62;-63,43;-60,98
I4_C0_T7;1,00;4,00;7,00;2,00;1,75;184444,00;169673,00;155571,00;143177,00;131752,00;121193,00;111435,00;102495,00;94309,00;86650,00;79710,00;73280,00;67411,00;61894,00;56857,00;52234,00;48043,00;44146,00;40554,00;37258,00;34219,00;31432,00;28847,00;26477,00;24290,00;22281,00;20426,00;18712,00;17118,00;15627,00;14251,00;13001,00;11855,00;10789,00;9804,00;8883,00;-85,95;-85,78;-85,60;-85,58;-85,53;-85,41;-85,27;-85,06;-84,93;-84,76;-84,56;-84,32;-84,16;-83,85;-83,44;-83,12;-82,70;-82,28;-81,81;-81,32;-80,74;-80,13;-79,44;-78,71;-77,90;-77,01;-76,05;-75,02;-73,90;-72,64;-71,12;-69,45;-67,65;-65,66;-63,46;-61,04
I4_C0_T8;1,00;4,00;8,00;2,00;2,00;177536,00;163540,00;150013,00;137927,00;126950,00;116789,00;107338,00;98813,00;90845,00;83538,00;76781,00;70575,00;64876,00;59546,00;54758,00;50325,00;46250,00;42514,00;39057,00;35879,00;32956,00;30260,00;27778,00;25490,00;23385,00;21447,00;19660,00;18010,00;16476,00;15037,00;13716,00;12513,00;11405,00;10377,00;9425,00;8539,00;-85,92;-85,75;-85,70;-85,63;-85,53;-85,43;-85,30;-85,14;-84,98;-84,78;-84,57;-84,34;-84,12;-83,87;-83,50;-83,15;-82,73;-82,31;-81,85;-81,34;-80,76;-80,16;-79,47;-78,74;-77,92;-77,04;-76,08;-75,03;-73,92;-72,66;-71,15;-69,48;-67,68;-65,68;-63,49;-61,04
I4_C0_T9;1,00;4,00;9,00;2,00;2,25;164955,00;152378,00;139794,00;128686,00;118348,00;108794,00;100042,00;91995,00;84590,00;77825,00;71552,00;65745,00;60456,00;55509,00;51029,00;46870,00;43112,00;39593,00;36378,00;33421,00;30689,00;28174,00;25864,00;23734,00;21773,00;19965,00;18299,00;16759,00;15331,00;13994,00;12765,00;11639,00;10608,00;9648,00;8758,00;7933,00;-85,88;-85,85;-85,81;-85,73;-85,62;-85,48;-85,33;-85,20;-85,00;-84,86;-84,64;-84,45;-84,23;-83,89;-83,57;-83,15;-82,79;-82,36;-81,89;-81,38;-80,80;-80,19;-79,52;-78,77;-77,96;-77,08;-76,11;-75,06;-73,96;-72,67;-71,17;-69,51;-67,70;-65,71;-63,51;-61,07
I4_C1_T1;0,00;4,00;1,00;2,00;0,25;190207,00;175174,00;161269,00;148257,00;136533,00;125656,00;115652,00;106372,00;97918,00;90087,00;82918,00;76287,00;70133,00;64399,00;59233,00;54472,00;50106,00;46092,00;42388,00;38980,00;35850,00;32958,00;30289,00;27858,00;25608,00;23544,00;21643,00;19895,00;18275,00;16747,00;15340,00;14074,00;12916,00;11900,00;10976,00;10091,00;-85,04;-85,01;-84,95;-84,94;-84,89;-84,82;-84,73;-84,65;-84,54;-84,37;-84,24;-84,09;-83,92;-83,68;-83,37;-83,05;-82,71;-82,33;-81,94;-81,48;-80,97;-80,44;-79,83;-79,19;-78,47;-77,68;-76,83;-75,91;-74,93;-73,89;-72,48;-71,10;-69,25;-67,49;-65,70;-64,05
I4_C1_T11;0,00;4,00;11,00;2,00;2,75;156883,00;144238,00;132763,00;122138,00;112378,00;103398,00;95140,00;87566,00;80565,00;74115,00;68198,00;62740,00;57680,00;52979,00;48720,00;44796,00;41174,00;37897,00;34843,00;32036,00;29452,00;27079,00;24895,00;22881,00;21027,00;19324,00;17756,00;16315,00;14975,00;13719,00;12560,00;11513,00;10553,00;9703,00;8925,00;8183,00;-85,36;-85,33;-85,27;-85,22;-85,14;-85,05;-84,95;-84,81;-84,71;-84,52;-84,36;-84,18;-83,99;-83,77;-83,45;-83,11;-82,74;-82,38;-81,96;-81,50;-80,99;-80,44;-79,83;-79,15;-78,42;-77,62;-76,75;-75,82;-74,82;-73,74;-72,32;-70,92;-69,10;-67,32;-65,48;-63,69
I4_C1_T3;0,00;4,00;3,00;2,00;0,75;176453,00;162457,00;149530,00;137589,00;126642,00;116529,00;107240,00;98696,00;90771,00;83538,00;76867,00;70740,00;65076,00;59732,00;54943,00;50525,00;46493,00;42754,00;39325,00;36151,00;33240,00;30563,00;28107,00;25832,00;23741,00;21826,00;20062,00;18438,00;16930,00;15513,00;14209,00;13031,00;11945,00;10999,00;10128,00;9307,00;-85,17;-85,10;-85,05;-85,01;-84,96;-84,88;-84,78;-84,71;-84,52;-84,41;-84,25;-84,07;-83,91;-83,68;-83,36;-83,04;-82,67;-82,30;-81,90;-81,44;-80,95;-80,39;-79,77;-79,13;-78,40;-77,60;-76,75;-75,82;-74,83;-73,77;-72,36;-70,93;-69,16;-67,36;-65,56;-63,92
I4_C1_T5;0,00;4,00;5,00;2,00;1,25;172189,00;158470,00;145777,00;134172,00;123500,00;113664,00;104593,00;96204,00;88562,00;81469,00;74944,00;68991,00;63464,00;58220,00;53586,00;49286,00;45348,00;41694,00;38360,00;35266,00;32428,00;29810,00;27403,00;25203,00;23170,00;21298,00;19577,00;17992,00;16525,00;15143,00;13868,00;12716,00;11666,00;10740,00;9894,00;9098,00;-85,28;-85,20;-85,16;-85,09;-85,02;-84,94;-84,83;-84,71;-84,60;-84,44;-84,26;-84,08;-83,92;-83,71;-83,36;-83,03;-82,69;-82,29;-81,88;-81,42;-80,91;-80,36;-79,76;-79,09;-78,36;-77,56;-76,70;-75,77;-74,79;-73,72;-72,31;-70,90;-69,09;-67,30;-65,47;-63,72
I4_C1_T7;0,00;4,00;7,00;2,00;1,75;168858,00;155361,00;143139,00;131615,00;121064,00;111406,00;102473,00;94290,00;86738,00;79799,00;73410,00;67558,00;62130,00;57036,00;52439,00;48228,00;44316,00;40798,00;37518,00;34490,00;31703,00;29155,00;26815,00;24636,00;22644,00;20813,00;19126,00;17576,00;16136,00;14779,00;13530,00;12401,00;11378,00;10469,00;9635,00;8849,00;-85,40;-85,35;-85,31;-85,27;-85,19;-85,10;-85,01;-84,88;-84,74;-84,60;-84,42;-84,23;-84,07;-83,83;-83,49;-83,17;-82,81;-82,42;-82,00;-81,54;-81,03;-80,47;-79,87;-79,20;-78,47;-77,67;-76,80;-75,88;-74,88;-73,83;-72,40;-70,99;-69,15;-67,38;-65,56;-63,86
I4_C1_T9;0,00;4,00;9,00;2,00;2,25;160163,00;147401,00;135623,00;124789,00;114847,00;105695,00;97244,00;89458,00;82273,00;75711,00;69650,00;64087,00;58945,00;54113,00;49761,00;45756,00;42065,00;38699,00;35595,00;32722,00;30082,00;27654,00;25423,00;23366,00;21474,00;19732,00;18131,00;16662,00;15291,00;14003,00;12820,00;11746,00;10770,00;9900,00;9106,00;8351,00;-85,47;-85,41;-85,33;-85,31;-85,23;-85,13;-85,02;-84,90;-84,77;-84,61;-84,42;-84,22;-84,09;-83,82;-83,52;-83,18;-82,80;-82,43;-82,00;-81,55;-81,04;-80,47;-79,87;-79,19;-78,46;-77,66;-76,79;-75,85;-74,87;-73,79;-72,38;-70,96;-69,14;-67,36;-65,51;-63,75
